"Questionnaire","Item","Category1","Category2","Category3","Category4","Category5","Category6"
"Engaged living scale","4. ""I know exactly what I want to do with my life.""","Cognition","Motivation",NA,NA,NA,NA
"Engaged living scale","5. ""I make choices based on my values, even if it is stressful.""","Motivation","Overt Behavior","Affect",NA,NA,NA
"Engaged living scale","6. ""I know how I want to live my life.""","Cognition","Motivation",NA,NA,NA,NA
"Engaged living scale","7. ""I know what I want to do with my life.""","Cognition","Motivation",NA,NA,NA,NA
"Engaged living scale","8. ""I know what I want to do with my life.""","Cognition","Motivation",NA,NA,NA,NA
"Engaged living scale","9. ""I believe that how I behave fits in with my personal wants and desires.""","Cognition","Motivation","Overt Behavior",NA,NA,NA
"Engaged living scale","10. ""My emotions don’t hold me back from doing what’s important to me.""","Affect","Motivation",NA,NA,NA,NA
"Engaged living scale","11. ""I live the way I always intended to live.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Engaged living scale","12. ""I am satisfied with how I live my life.""","Cognition","Affect",NA,NA,NA,NA
"Engaged living scale","13. ""Nothing can stop me from doing something that’s important to me.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Engaged living scale","14. ""I believe that I am living life to the full right now.""","Cognition","Affect",NA,NA,NA,NA
"Engaged living scale","15. ""I make time for the things that I consider important.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Engaged living scale","16. ""I feel that I am living a full life.""","Affect","Cognition",NA,NA,NA,NA
"Exercise goal setting scale","1.I often set exercise goals.","Motivation","Overt Behavior",NA,NA,NA,NA
"Exercise goal setting scale","2.I usually have more than one major exercise goal.","Motivation",NA,NA,NA,NA,NA
"Exercise goal setting scale","3.I usually set dates for achieving my exercise goals.","Motivation","Overt Behavior",NA,NA,NA,NA
"Exercise goal setting scale","4.My exercise goals help to increase my motivation for doing exercise.","Motivation","Cognition",NA,NA,NA,NA
"Exercise goal setting scale","5.I tend to break more difficult exercise goals down into a series of smaller goals","Cognition","Motivation",NA,NA,NA,NA
"Exercise goal setting scale","6.I usually keep track of my progress in meeting my goals.","Attention","Overt Behavior",NA,NA,NA,NA
"Exercise goal setting scale","7.I have developed a series of steps for reaching my exercise goals.","Cognition","Overt Behavior",NA,NA,NA,NA
"Exercise goal setting scale","8. I usually achieve the exercise goals I set for myself.","Self","Overt Behavior",NA,NA,NA,NA
"Exercise goal setting scale","9. If I do not reach an exercise goal, I analyze what went wrong.","Cognition","Self",NA,NA,NA,NA
"Exercise goal setting scale","10. I make my exercise goals public by telling other people about them","Overt Behavior","Context",NA,NA,NA,NA
"Exercise goal setting scale","11.I never seem to have enough time to exercise.","Context","Self",NA,NA,NA,NA
"Exercise goal setting scale","12.Exercise is generally not a high priority when I plan my schedule.","Motivation","Context",NA,NA,NA,NA
"Exercise goal setting scale","13.Finding time for exercise is difficult for me","Context","Self",NA,NA,NA,NA
"Exercise goal setting scale","14.I schedule all events in my life around my exercise routine.","Overt Behavior","Context",NA,NA,NA,NA
"Exercise goal setting scale","15.I schedule my exercise at specific times each week.","Overt Behavior","Context",NA,NA,NA,NA
"Exercise goal setting scale","16. I plan my weekly exercise schedule.","Overt Behavior","Context",NA,NA,NA,NA
"Exercise goal setting scale","17.when i am busy i don't do much exercise","Context","Self",NA,NA,NA,NA
"Exercise goal setting scale","18.Everything is scheduled around my exercise routine—both classes and work.","Overt Behavior","Context",NA,NA,NA,NA
"Exercise goal setting scale","19.I try to exercise at the same time and same day each week to keep a routine going.","Overt Behavior","Motivation",NA,NA,NA,NA
"Exercise goal setting scale","20.I write my planned activity sessions in an appointment book or calendar.","Overt Behavior","Attention ",NA,NA,NA,NA
"Experiences/decentering scale","1. ""I am better able to accept myself as I am.""","Self",NA,NA,NA,NA,NA
"Experiences/decentering scale","2. ""I can observe unpleasant feelings without being drawn into them.""","Attention","Affect",NA,NA,NA,NA
"Experiences/decentering scale","3. ""I notice that I don’t take difficulties so personally.""","Self","Cognition",NA,NA,NA,NA
"Experiences/decentering scale","4. ""I can treat myself kindly.""","Self",NA,NA,NA,NA,NA
"Experiences/decentering scale","5. ""I can separate myself from my thoughts and feelings.""","Self","Attention",NA,NA,NA,NA
"Experiences/decentering scale","6. ""I have the sense that I am fully aware of what is going on around me and inside me.""","Attention",NA,NA,NA,NA,NA
"Experiences/decentering scale","7. ""I can slow my thinking at times of stress.""","Attention","Affect",NA,NA,NA,NA
"Experiences/decentering scale","8. ""I am not so easily carried away by my thoughts and feelings.""","Self","Attention",NA,NA,NA,NA
"Experiences/decentering scale","9. ""I can actually see that I am not my thoughts.""","Self","Cognition",NA,NA,NA,NA
"Experiences/decentering scale","10. ""I am consciously aware of a sense of my body as a whole.""","Attention","Self",NA,NA,NA,NA
"Experiences/decentering scale","11. ""I am kinder to myself when things go wrong.""","Self","Affect",NA,NA,NA,NA
"Experiences/decentering scale","12. ""I can take time to respond to difficulties.""","Attention","Motivation",NA,NA,NA,NA
"Experiences/decentering scale","13. ""I view things from a wider perspective.""","Cognition",NA,NA,NA,NA,NA
"Experiences/decentering scale","14. ""I think over and over again about what others have said to me.""","Cognition","Attention",NA,NA,NA,NA
"Experiences/decentering scale","15. ""I analyze why things turn out the way they do.""","Cognition",NA,NA,NA,NA,NA
"Experiences/decentering scale","16. ""I think about the ways in which I am different from other people.""","Self","Cognition",NA,NA,NA,NA
"Experiences/decentering scale","17. ""I notice all sorts of little things and details in the world around me.""","Attention",NA,NA,NA,NA,NA
"Experiences/decentering scale","18. ""I think about what will happen in the future.""","Cognition","Motivation",NA,NA,NA,NA
"Experiences/decentering scale","19. ""I wonder what kind of person I really am.""","Self","Cognition",NA,NA,NA,NA
"Experiences/decentering scale","20. ""I remind myself that thoughts aren’t facts.""","Cognition","Self",NA,NA,NA,NA
"Food acceptance and awareness scale","""1.I continue to eat a healthy diet, even when I have the desire to overeat or make poor eating choices.""","Overt Behavior","Motivation",NA,NA,NA,NA
"Food acceptance and awareness scale","""2.It's OK to experience cravings and urges to overeat, because I don't have to listen to them.""","Cognition","Affect",NA,NA,NA,NA
"Food acceptance and awareness scale","""3.It's necessary for me to control my food urges in order to control my eating.""","Cognition","Motivation",NA,NA,NA,NA
"Food acceptance and awareness scale","""4. I don't have to overeat, even when I feel like I want to overeat.""","Cognition","Affect",NA,NA,NA,NA
"Food acceptance and awareness scale","""5.Despite my cravings for unhealthy foods, I continue to eat healthily""","Overt Behavior","Affect",NA,NA,NA,NA
"Food acceptance and awareness scale","""6.Even if I have the desire to eat something unhealthy, I can still eat healthily.""","Motivation","Cognition",NA,NA,NA,NA
"Food acceptance and awareness scale","""7. I need to concentrate on getting rid of my urges to eat unhealthily.""","Attention","Motivation",NA,NA,NA,NA
"Food acceptance and awareness scale","""8.Controlling my urges to eat unhealthily is just as important as controlling my eating.""","Cognition","Motivation",NA,NA,NA,NA
"Food acceptance and awareness scale","""9.My thoughts and feelings about food must change before I can make changes in my eating.""","Cognition","Self",NA,NA,NA,NA
"Food acceptance and awareness scale","""10. Before I can make any important dietary changes, I have to get some control over my food urges.""","Motivation","Cognition ",NA,NA,NA,NA
"Medical outcomes social support study","""About how many close friends and close relatives do you have.""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to help you if you were confined to bed?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone you can count on to listen to you when you need to talk?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to give you good advice about a crisis?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to take you to the doctor if you needed it?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to have a good time with?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to give you information to help you understand a situation?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to confide in or talk to about yourself or your problems?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone who hugs you?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to get together with for relaxation?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to prepare your meals if you were unable to do it yourself?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone whose advice you really want?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to do things with to help you get your mind off things?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to help with daily chores if you were sick?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to share your most private worries and fears with?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to turn to for suggestions about how to deal with a personal problem?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to do something enjoyable with?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone who understands your problems?""","Context",NA,NA,NA,NA,NA
"Medical outcomes social support study","""How often do you have someone to love and make you feel wanted?""","Context","Affect",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""1.I could be experiencing some emotion and not be conscious of it until some time later.""","Affect","Attention","Self",NA,NA,NA
"Mindfulness attention and awareness scale","""2.I break or spill things because of carelessness, not paying attention, or thinking of something else.""","Attention","Overt Behavior",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""3.I find it difficult to stay focused on what’s happening in the present.""","Attention",NA,NA,NA,NA,NA
"Mindfulness attention and awareness scale","""4.I tend to walk quickly to get where I’m going without paying attention to what I experience along the way.""","Attention","Motivation","Overt Behavior",NA,NA,NA
"Mindfulness attention and awareness scale","""5.I tend not to notice feelings of physical tension or discomfort until they really grab my attention.""","Affect","Attention",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""6.I forget a person’s name almost as soon as I’ve been told it for the first time.""","Attention",NA,NA,NA,NA,NA
"Mindfulness attention and awareness scale","""7.It seems I am “running on automatic,” without much awareness of what I’m doing.""","Attention","Self",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""8.I rush through activities without being really attentive to them.""","Attention","Overt Behavior",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""9.I get so focused on the goal I want to achieve that I lose touch with what I’m doing right now to get there.""","Attention","Motivation",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""10.I do jobs or tasks automatically, without being aware of what I'm doing.""","Attention","Overt Behavior",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""11.I find myself listening to someone with one ear, doing something else at the same time.""","Attention","Overt Behavior",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""12.I drive places on ‘automatic pilot’ and then wonder why I went there.""","Attention","Overt Behavior",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""13.I find myself preoccupied with the future or the past.""","Attention","Cognition",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""14.I find myself doing things without paying attention.""","Attention","Overt Behavior",NA,NA,NA,NA
"Mindfulness attention and awareness scale","""15.I snack without being aware that I’m eating.""","Attention","Overt Behavior",NA,NA,NA,NA
"Pain catastrophizing scale","""1.I worry all the time about whether the pain will end.""","Affect","Cognition",NA,NA,NA,NA
"Pain catastrophizing scale","""2.I feel I can’t go on.""","Affect","Motivation",NA,NA,NA,NA
"Pain catastrophizing scale","""3.It’s terrible and I think it’s never going to get any better.""","Affect","Cognition",NA,NA,NA,NA
"Pain catastrophizing scale","""4.It’s awful and I feel that it overwhelms me.""","Affect","Self",NA,NA,NA,NA
"Pain catastrophizing scale","""5.I feel I can’t stand it anymore.""","Affect","Motivation",NA,NA,NA,NA
"Pain catastrophizing scale","""6.I become afraid that the pain will get worse.""","Affect","Cognition",NA,NA,NA,NA
"Pain catastrophizing scale","""7.I keep thinking of other painful events.""","Cognition","Affect",NA,NA,NA,NA
"Pain catastrophizing scale","""8.I anxiously want the pain to go away.""","Affect","Motivation",NA,NA,NA,NA
"Pain catastrophizing scale","""9.I can’t seem to keep it out of my mind.""","Cognition","Attention",NA,NA,NA,NA
"Pain catastrophizing scale","""10.I keep thinking about how much it hurts.""","Cognition","Affect",NA,NA,NA,NA
"Pain catastrophizing scale","""11.I keep thinking about how badly I want the pain to stop.""","Cognition","Motivation",NA,NA,NA,NA
"Pain catastrophizing scale","""12.There’s nothing I can do to reduce the intensity of the pain.""","Cognition","Affect",NA,NA,NA,NA
"Pain catastrophizing scale","""13.I wonder whether something serious may happen.""","Cognition","Affect . ",NA,NA,NA,NA
"Parenting scale","""1.When my child misbehaves...I do something right away.""","Overt Behavior","Motivation",NA,NA,NA,NA
"Parenting scale","""2.Before I do something about a problem... I give my child several reminders and warnings.""","Overt Behavior","Attention",NA,NA,NA,NA
"Parenting scale","""3.When I’m upset or under stress... I am picky and on my child’s back.""","Affect","Overt Behavior",NA,NA,NA,NA
"Parenting scale","4.""When I tell my child NOT to do something... I say very little.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Parenting scale","""5.When my child pesters me...I can ignore the pestering.""","Attention","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""6.When my child misbehaves... I usually get into a long argument with my child.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Parenting scale","""7. I threaten to do things that... I’m sure I can carry out.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""8.I am the kind of parent that... Sets limits on what my child is allowed to do.""","Self","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""9.When my child misbehaves... I give my child a long lecture.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Parenting scale","""10.When my child misbehaves... I raise my voice or yell.""","Affect","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""11. If saying no doesn’t work right away... I take some other kind of action.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""12. When I want my child to stop doing something... I firmly tell my child to stop.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Parenting scale","""13.When my child is out of sight... I often don’t know what my child is doing.""","Attention","Cognition",NA,NA,NA,NA
"Parenting scale","""14.After there’s been a problem with my child... I often hold a grudge.""","Affect","Cognition",NA,NA,NA,NA
"Parenting scale","""15.When we’re not at home... I handle my child the way I do at home.""","Context","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""16.When my child does something I don’t like... I do something about it every time it happens""","Motivation","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""17. When there is a problem with my child... Things build up and I do things I don’t mean to do.""","Affect","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""18.When my child misbehaves I spank, slap, grab, or hit my child...Never or rarely.""","Overt Behavior","Self",NA,NA,NA,NA
"Parenting scale","""19.When my child doesn’t do what I ask... I often let it go or end up doing it myself.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""20.When I give a fair threat or warning... I often don’t carry it out.""","Cognition","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""21.If saying “no” doesn’t work... I take some other kind of action.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""22.When my child misbehaves... I handle it without getting upset.""","Affect","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""23.When my child misbehaves... I make my child tell me why he/she did it.""","Cognition","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""24.If my child misbehaves and then acts sorry... I handle the problem like I usually would.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""25.When my child misbehaves... I rarely use bad language or curse.""","Affect","Self",NA,NA,NA,NA
"Parenting scale","""26.When I say my child can’t do something... I let my child do it anyway.""","Cognition","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""27.When I have to handle a problem... I tell my child I’m sorry about it.""","Affect","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""28.When my child does something I don’t like, I insult my child, say mean things, or call my child namesNever or rarely.""","Affect","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""29.If my child talks back or complains when I handle a problem...I ignore the complaining and stick to what I said.""","Attention","Overt Behavior",NA,NA,NA,NA
"Parenting scale","""30. If my child gets upset when I say “no”... I back down and give in to my child.""","Affect","Overt Behavior ",NA,NA,NA,NA
"Penn state worry questionnaire","""1.If I don’t have enough time to do everything, I don’t worry about it.""","Attention","Cognition",NA,NA,NA,NA
"Penn state worry questionnaire","2.My worries overwhelm me.","Affect","Attention",NA,NA,NA,NA
"Penn state worry questionnaire","3.I don’t tend to worry about things.","Cognition","Attention",NA,NA,NA,NA
"Penn state worry questionnaire","4.Many situations make me worry.","Attention","Cognition",NA,NA,NA,NA
"Penn state worry questionnaire","5. I know I shouldn’t worry about things, but I just can’t help it.","Cognition","Affect","Attention",NA,NA,NA
"Penn state worry questionnaire","6.When I’m under pressure, I worry a lot.","Attention","Affect","Context",NA,NA,NA
"Penn state worry questionnaire","7.I am always worrying about something.","Attention","Cognition",NA,NA,NA,NA
"Penn state worry questionnaire","8. I find it easy to dismiss worrisome thoughts.","Cognition","Attention",NA,NA,NA,NA
"Penn state worry questionnaire","""9. As soon as I finish one task, I start to worry about everything else I have to do.""","Attention","Cognition","Motivation",NA,NA,NA
"Penn state worry questionnaire","10.I never worry about anything.","Cognition","Attention",NA,NA,NA,NA
"Penn state worry questionnaire","""11.When there is nothing more I can do about a concern, I don’t worry about it anymore.""","Cognition","Attention",NA,NA,NA,NA
"Penn state worry questionnaire","12. I’ve been a worrier all my life.","Self","Attention","Cognition",NA,NA,NA
"Penn state worry questionnaire","13.I notice that I have been worrying about things.","Attention","Cognition",NA,NA,NA,NA
"Penn state worry questionnaire","14.Once I start worrying, I can’t stop.","Attention","Cognition",NA,NA,NA,NA
"Penn state worry questionnaire","15.I worry all the time.","Attention","Cognition",NA,NA,NA,NA
"Penn state worry questionnaire","16.I worry about projects until they are all done.","Attention","Cognition","Motivation ",NA,NA,NA
"Perceived stress scale","1. ""how often have you been upset because of something that happened unexpectedly?""","Affect","Attention",NA,NA,NA,NA
"Perceived stress scale","2. ""how often have you felt that you were unable to control the important things in your life?""","Cognition","Self",NA,NA,NA,NA
"Perceived stress scale","3. ""how often have you felt nervous and “stressed”?""","Affect","Attention",NA,NA,NA,NA
"Perceived stress scale","4. ""how often have you felt confident about your ability to handle your personal problems?""","Cognition","Self","Motivation",NA,NA,NA
"Perceived stress scale","5. ""how often have you felt that things were going your way?""","Cognition","Self",NA,NA,NA,NA
"Perceived stress scale","6. ""how often have you found that you could not cope with all the things that you had to do?""","Cognition","Self","Overt Behavior",NA,NA,NA
"Perceived stress scale","7. ""how often have you been able to control irritations in your life?""","Cognition","Self","Overt Behavior",NA,NA,NA
"Perceived stress scale","8. ""how often have you felt that you were on top of things?""","Cognition","Self","Motivation",NA,NA,NA
"Perceived stress scale","9. ""how often have you been angered because of things that were outside of your control?""","Affect","Attention","Cognition",NA,NA,NA
"Perceived stress scale","10. ""how often have you felt difficulties were piling up so high that you could not overcome them?""","Cognition","Self","Overt Behavior",NA,NA,NA
"Protective behavioral strategies survey","""1.When using alcohol or partying, I determine not to exceed a set number of drinks.""","Cognition","Motivation","Overt Behavior",NA,NA,NA
"Protective behavioral strategies survey","""2.When using alcohol or partying, I alternate alcoholic and nonalcoholic drinks.""","Overt Behavior","Attention",NA,NA,NA,NA
"Protective behavioral strategies survey","""3.When using alcohol or partying, I have a friend let me know when I've had enough.""","Overt Behavior","Context",NA,NA,NA,NA
"Protective behavioral strategies survey","""4.When using alcohol or partying, I leave the bar/party at a predetermined time.""","Overt Behavior","Motivation",NA,NA,NA,NA
"Protective behavioral strategies survey","""5.When using alcohol or partying, I stop drinking at a predetermined time.""","Overt Behavior","Motivation",NA,NA,NA,NA
"Protective behavioral strategies survey","""6.When using alcohol or partying, I drink water while drinking alcohol.""","Overt Behavior",NA,NA,NA,NA,NA
"Protective behavioral strategies survey","""7.When using alcohol or partying, I put extra ice in my drink.""","Overt Behavior",NA,NA,NA,NA,NA
"Protective behavioral strategies survey","""8.When using alcohol or partying, I avoid drinking games.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Protective behavioral strategies survey","""9.When using alcohol or partying, I drink shots of liquor (reverse scored).""","Overt Behavior",NA,NA,NA,NA,NA
"Protective behavioral strategies survey","""10.When using alcohol or partying, I avoid mixing different types of alcohol.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Protective behavioral strategies survey","""11.When using alcohol or partying, I drink slowly, rather than gulp or chug.""","Overt Behavior","Attention",NA,NA,NA,NA
"Protective behavioral strategies survey","""12.When using alcohol or partying, I avoid trying to ""keep up"" or out-drink others.""","Overt Behavior","Cognition","Self",NA,NA,NA
"Protective behavioral strategies survey","""13.When using alcohol or partying, I use a designated driver.""","Overt Behavior","Context",NA,NA,NA,NA
"Protective behavioral strategies survey","""14.When using alcohol or partying, I make sure that I go home with a friend.""","Overt Behavior","Context",NA,NA,NA,NA
"Protective behavioral strategies survey","""15.When using alcohol or partying, I know where my drink has been at all times.""","Overt Behavior","Attention",NA,NA,NA,NA
"Caregiving self-efficacy","""Can ask a friend/family member to stay with your cognitively impaired family member for a day when you need to see the doctor yourself?""","Overt Behavior","Context","Motivation",NA,NA,NA
"Caregiving self-efficacy","""Can ask a friend/family member to stay with your cognitively impaired family member for a day when you have errands to be done?""","Overt Behavior","Context","Motivation",NA,NA,NA
"Caregiving self-efficacy","""Can ask a friend or family member to do errands for you?""","Overt Behavior","Context","Motivation",NA,NA,NA
"Caregiving self-efficacy","""Can ask a friend/family member to stay with your cognitively impaired family member for a day when you feel the need for a break?""","Overt Behavior","Context","Motivation",NA,NA,NA
"Caregiving self-efficacy","""Can ask a friend/family member to stay with your cognitively impaired family member for a week when you need the time for yourself?""","Overt Behavior","Context","Motivation",NA,NA,NA
"Caregiving self-efficacy","""When your cognitively impaired family member forgets your daily routine and asks when lunch is right after you’ve eaten, can you answer him/her without raising your voice?""","Overt Behavior","Context","Affect","Cognition",NA,NA
"Caregiving self-efficacy","""When you get angry because your cognitively impaired family member repeats the same question over and over, can you say things to yourself that calm you down?""","Affect","Cognition","Overt Behavior",NA,NA,NA
"Caregiving self-efficacy","""When your cognitively impaired family member complains to you about how you’re treating him/her, can you respond without arguing back?""","Affect","Overt Behavior","Context",NA,NA,NA
"Caregiving self-efficacy","""When your cognitively impaired family member asks you 4 times in the first one hour after lunch when lunch is, can you answer him/her without raising your voice?""","Affect","Cognition","Overt Behavior","Context",NA,NA
"Caregiving self-efficacy","""When your cognitively impaired family member interrupts you for the fourth time while you’re making dinner, can you respond without raising your voice?""","Affect","Cognition","Overt Behavior","Context",NA,NA
"Caregiving self-efficacy","""Thinking about unpleasant aspects of taking care of your cognitively impaired family member?""","Cognition","Affect","Context",NA,NA,NA
"Caregiving self-efficacy","""Thinking how unfair it is that you have to put up with this situation (taking care of your cognitively impaired family member)?""","Cognition","Affect","Context",NA,NA,NA
"Caregiving self-efficacy","""Thinking about what a good life you had before your cognitively impaired family member’s illness and how much you’ve lost?""","Cognition","Affect","Self","Context",NA,NA
"Caregiving self-efficacy","""Thinking about what you are missing or giving up because of your cognitively impaired family member?""","Cognition","Affect","Self","Context",NA,NA
"Caregiving self-efficacy","""Worrying about future problems that might come up with your cognitively impaired family member?""","Cognition","Affect","Attention","Context ",NA,NA
"Rosenberg self-esteem","1.""On the whole, I am satisfied with myself.""","Self","Affect",NA,NA,NA,NA
"Rosenberg self-esteem","2.""At times I think I am no good at all.""","Cognition","Self",NA,NA,NA,NA
"Rosenberg self-esteem","3.""I feel that I have a number of good qualities.""","Self","Affect",NA,NA,NA,NA
"Rosenberg self-esteem","4.""I am able to do things as well as most other people.""","Self","Cognition",NA,NA,NA,NA
"Rosenberg self-esteem","5.""I feel I do not have much to be proud of.""","Self","Affect",NA,NA,NA,NA
"Rosenberg self-esteem","6.""I certainly feel useless at times.""","Affect","Self",NA,NA,NA,NA
"Rosenberg self-esteem","7.""I feel that I'm a person of worth, at least on an equal plane with others.""","Self","Affect",NA,NA,NA,NA
"Rosenberg self-esteem","8.""I wish I could have more respect for myself.""","Motivation","Self",NA,NA,NA,NA
"Rosenberg self-esteem","9.""All in all, I am inclined to feel that I am a failure.""","Affect","Self",NA,NA,NA,NA
"Rosenberg self-esteem","10.""I take a positive attitude toward myself.""","Self","Cognition ",NA,NA,NA,NA
"Rumination reflection scale",".""1.My attention is often focused on aspects of myself I wish I'd stop thinking about.""","Attention","Self",NA,NA,NA,NA
"Rumination reflection scale","""2.I always seem to be """"re-hashing"""" in my mind recent things I've said or done.""","Cognition","Attention",NA,NA,NA,NA
"Rumination reflection scale","3.Sometimes it is hard for me to shut off thoughts about myself.","Attention","Self",NA,NA,NA,NA
"Rumination reflection scale","""4.Long after an argument or disagreement is over with, my thoughts keep going back to what happened.""","Cognition","Attention",NA,NA,NA,NA
"Rumination reflection scale","""5.I tend to """"ruminate"""" or dwell over things that happen to me for a really long time afterward.""","Attention","Cognition",NA,NA,NA,NA
"Rumination reflection scale","6.I don't waste time re-thinking things that are over and done with.","Cognition","Attention",NA,NA,NA,NA
"Rumination reflection scale","""7.Often I'm playing back over in my mind how I acted in a past situation. ""","Cognition","Attention","Self",NA,NA,NA
"Rumination reflection scale","8.I often find myself re-evaluating something I've done.","Cognition","Self",NA,NA,NA,NA
"Rumination reflection scale","9.I never ruminate or dwell on myself for very long.","Attention","Self",NA,NA,NA,NA
"Rumination reflection scale","10.It is easy for me to put unwanted thoughts out of my mind.","Attention","Cognition",NA,NA,NA,NA
"Rumination reflection scale","""11.I often reflect on episodes in my life that I should no longer concern myself with. ""","Attention","Cognition","Self",NA,NA,NA
"Rumination reflection scale","""12.I spend a great deal of time thinking back over my embarrassing or disappointing moments.""","Cognition","Self","Affect",NA,NA,NA
"Rumination reflection scale","""13.Philosophical or abstract thinking doesn't appeal to me that much.""","Cognition",NA,NA,NA,NA,NA
"Rumination reflection scale","14.I'm not really a meditative type of person.","Self","Attention",NA,NA,NA,NA
"Rumination reflection scale","15.I love exploring my ""inner"" self.","Self","Cognition",NA,NA,NA,NA
"Rumination reflection scale","16.My attitudes and feelings about things fascinate me.","Self","Affect",NA,NA,NA,NA
"Rumination reflection scale","17.I don't really care for introspective or self-reflective thinking.","Cognition","Self",NA,NA,NA,NA
"Rumination reflection scale","18.I love analyzing why I do things.","Cognition","Self",NA,NA,NA,NA
"Rumination reflection scale","19.People often say I'm a ""deep"", introspective type of person.","Self","Cognition",NA,NA,NA,NA
"Rumination reflection scale","20.I don't care much for self-analysis.","Self","Cognition",NA,NA,NA,NA
"Rumination reflection scale","21.I'm very self-inquisitive by nature.","Self","Cognition",NA,NA,NA,NA
"Rumination reflection scale","22.I love to meditate on the nature and meaning of things.","Cognition","Attention",NA,NA,NA,NA
"Rumination reflection scale","23.I often love to look at my life in philosophical ways.","Cognition","Self",NA,NA,NA,NA
"Rumination reflection scale","24.Contemplating myself isn't my idea of fun.","Self","Cognition ",NA,NA,NA,NA
"Self-compassion scale","1.""I’m disapproving and judgmental about my own flaws and inadequacies.""","Self","Cognition",NA,NA,NA,NA
"Self-compassion scale","2.""When I’m feeling down I tend to obsess and fixate on everything that’s wrong.""","Affect","Attention",NA,NA,NA,NA
"Self-compassion scale","3.""When things are going badly for me, I see the difficulties as part of life that everyone goes through.""","Cognition","Context",NA,NA,NA,NA
"Self-compassion scale","4.""When I think about my inadequacies, it tends to make me feel more separate and cut off from the rest of the world.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","5.""I try to be loving towards myself when I’m feeling emotional pain.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","6.""When I fail at something important to me I become consumed by feelings of inadequacy.""","Affect","Self",NA,NA,NA,NA
"Self-compassion scale","7.""When I'm down and out, I remind myself that there are lots of other people in the world feeling like I am.""","Affect","Cognition",NA,NA,NA,NA
"Self-compassion scale","8.""When times are really difficult, I tend to be tough on myself.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","9.""When something upsets me I try to keep my emotions in balance.""","Affect","Attention",NA,NA,NA,NA
